% Model:              Contactor_heat.mph
% Version:            COMSOL 5.4.0.225
% Date:               May 14 2019, 21:07
% Dimension:          3
% Nodes:              15076
% Expressions:        1
% Description:        温度
% Length unit:        m
% X                       Y                        Z                        T2 (K)
-0.008795020790027553     0.01610822658767355      -0.022999999999999996    380.0528034778318
-0.006408209023136044     0.015487401295732589     -0.023000000000000003    380.3011937734426
-0.010426943016414754     0.01517078024417105      -0.025246921926737       367.0534441627086
-0.00697807460231904      0.01697903506615428      -0.025246921926737       367.05430270147576
-0.013378306706861907     0.01577173334466917      -0.022999999999999996    379.69926447535556
-0.01411649048557247      0.016909312329695707     -0.025246921926737       364.3093300884571
0.01591350128343905       -0.008349954420227595    -0.023000000000000007    380.11359794803985
0.015083870425546202      -0.006593565925908941    -0.025246921926736998    367.4297665166941
0.016785917131017795      -0.010131320612001506    -0.025246921926737       366.6807390997038
0.014613197995354151      -0.010453914731183156    -0.023                   380.114722171405
0.018232637731147416      -0.006532835186307237    -0.025246921926737       366.7284070285795
-0.003527532101873889     0.01120810760753652      -0.025246921926736998    368.033422665401
-0.0062966419714064375    0.013333778025613982     -0.022999999999999996    380.59776607389216
-0.0065437780612546195    0.017343305076370136     -0.023000000000000003    380.02389819879585
-0.004466872032349225     0.016945301972941047     -0.023                   380.1837782574212
-0.0037659898755229106    0.014894823524230988     -0.025246921926737       367.58765654609374
-0.004357430411112381     0.014514142758373465     -0.023                   380.53922518432006
-0.005868055251900781     0.008238794838615742     -0.022999999999999996    381.22565281169244
-0.0031969459284867333    0.007164027060512979     -0.025246921926737       368.46625509326174
-0.004349831042976071     0.012391221543375316     -0.022999999999999996    380.8226138028899
-0.004242860663076208     0.010532703675235205     -0.022999999999999996    381.0616740466685
0.0171040093684259        -0.0060074879601373895   -0.023                   380.0887948084433
0.007591864807344696      -0.006319347743462227    -0.022999999999999996    381.25790154734995
0.00719770976746411       -0.0033875664593887534   -0.025246921926737       368.45505931623273
0.016554448878476187      -0.003007438953071331    -0.02524692192673701     367.3691572630724
0.01722475450390596       -0.0037901602894730795   -0.023                   380.16601546058826
0.016057450098357098      -0.0020312846541175214   -0.022999999999999993    380.38823258627673
0.014764482571934136      -3.616255264557204E-18   -0.025246921926737       367.67055384132254
0.013310556255425843      -0.0032263982847793166   -0.025246921926737       367.8043201755781
0.012965438883082195      -0.012610695373119317    -0.023                   380.09508595469055
0.01479131774074067       -0.006718932865258045    -0.022999999999999996    380.37918579245513
0.013380282880132259      -0.0022513418219243467   -0.023                   380.7632307616683
0.01482522081083421       -3.63113184252817E-18    -0.023                   380.58682610276924
0.011270291413293311      -2.760425260949511E-18   -0.025246921926737       368.08881802486417
